county,apiNum,operator,lease,well,type,typeDate,status,statusDate,currentPermit,latitude,longitude,elevation,depth,year
Cass                                    ,037-20838,"ACKERSON, MARK EDWARD","ACKERSON, MARK",1,Gas(Private Use)                                                                ,12may2009,Active Well                                                                     ,12may2009,21apr2009,38.65479,-94.44614,1050,286,2009
Cass                                    ,037-20850,"ALTAVISTA ENERGY, INC.",BELDEN,A-1,Oil                                                                             ,01feb2012,Plugged - Approved                                                              ,11may2012,01feb2012,38.76182,-94.57469,1097,679,2012
Cass                                    ,037-20851,"ALTAVISTA ENERGY, INC.",BELDEN,A-2,Oil                                                                             ,01feb2012,Plugged - Approved                                                              ,11may2012,01feb2012,38.7638,-94.57684999999999,1090,779,2012
Cass                                    ,037-20856,"ALTAVISTA ENERGY, INC.",MISEMER,A-2,Stratigraphic Test                                                              ,15feb2012,Plugged - Approved                                                              ,09may2012,15feb2012,38.82249,-94.56339,1095,740,2012
Cass                                    ,037-20940,"ALTAVISTA ENERGY, INC.","EFFERTZ, MICK",A-3,Oil                                                                             ,30may2012,Plugged - Approved                                                              ,05jun2012,30may2012,38.76177,-94.5899,1044,,2012
Cass                                    ,037-20941,"ALTAVISTA ENERGY, INC.","EFFERTZ, MICK",A-4,Oil                                                                             ,30may2012,Plugged - Approved                                                              ,05jun2012,30may2012,38.76206,-94.59451,1072,,2012
Vernon                                  ,217-21959,ARROW OIL SERVICES LLC,MARMATON,1,Stratigraphic Test                                                              ,04sep2007,Plugged - Approved                                                              ,08oct2007,04sep2007,37.841887,-94.60361899999999,820,303,2007
Vernon                                  ,217-21973,ARROW OIL SERVICES LLC,MARMATON,DEL 03,Stratigraphic Test                                                              ,10oct2007,Plugged - Approved                                                              ,08nov2007,10oct2007,37.8419,-94.607,810,345,2007
Vernon                                  ,217-21974,ARROW OIL SERVICES LLC,MARMATON,DEL 04,Stratigraphic Test                                                              ,10oct2007,Plugged - Approved                                                              ,08nov2007,10oct2007,37.83691,-94.60720000000001,873,345,2007
Vernon                                  ,217-21974,ARROW OIL SERVICES LLC,MARMATON,DEL 04,Stratigraphic Test                                                              ,10oct2007,Plugged - Approved                                                              ,08nov2007,10oct2007,37.83691,-94.60720000000001,873,345,2007
Vernon                                  ,217-21975,ARROW OIL SERVICES LLC,MARMATON,DEL 06,Stratigraphic Test                                                              ,10oct2007,Plugged - Approved                                                              ,08nov2007,10oct2007,37.84095,-94.6049,838,325,2007
Vernon                                  ,217-21983,ARROW OIL SERVICES LLC,MARMATON,1P01,Oil                                                                             ,22jan2008,Shut in - Complete,22oct2014,11nov2007,37.842113,-94.604783,807,268,2008
Vernon                                  ,217-21984,ARROW OIL SERVICES LLC,MARMATON,1P02,Oil                                                                             ,21jan2008,Shut in - Complete,22oct2014,11nov2007,37.84187,-94.60489699999999,810,244,2008
Vernon                                  ,217-21985,ARROW OIL SERVICES LLC,MARMATON,1P03,Oil                                                                             ,19jan2008,Shut in - Complete,22oct2014,11nov2007,37.841619,-94.60507200000001,810,244.5,2008
Vernon                                  ,217-21986,ARROW OIL SERVICES LLC,MARMATON,1P04,Oil                                                                             ,21jan2008,Shut in - Complete,22oct2014,11nov2007,37.841387,-94.60490799999999,814,249.5,2008
Vernon                                  ,217-21987,ARROW OIL SERVICES LLC,MARMATON,1P05,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.841147,-94.605097,815,249.5,2008
Vernon                                  ,217-21988,ARROW OIL SERVICES LLC,MARMATON,1P06,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.840902,-94.604934,815,249.5,2008
Vernon                                  ,217-21989,ARROW OIL SERVICES LLC,MARMATON,1P07,Oil                                                                             ,21jan2008,Shut in - Complete,22oct2014,11nov2007,37.84215,-94.604344,814,241,2008
Vernon                                  ,217-21990,ARROW OIL SERVICES LLC,MARMATON,1P08,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.841856,-94.604541,814,249,2008
Vernon                                  ,217-21991,ARROW OIL SERVICES LLC,MARMATON,1P09,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.841601,-94.60436799999999,815,247,2008
Vernon                                  ,217-21992,ARROW OIL SERVICES LLC,MARMATON,1P10,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.841376,-94.604564,815,248.5,2008
Vernon                                  ,217-21993,ARROW OIL SERVICES LLC,MARMATON,1P11,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.841127,-94.60439700000001,817,248.5,2008
Vernon                                  ,217-21994,ARROW OIL SERVICES LLC,MARMATON,1P12,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.840887,-94.604568,818,249.5,2008
Vernon                                  ,217-21995,ARROW OIL SERVICES LLC,MARMATON,1P13,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.842216,-94.60384000000001,815,243,2008
Vernon                                  ,217-21996,ARROW OIL SERVICES LLC,MARMATON,1P14,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.842088,-94.60400799999999,817,246,2008
Vernon                                  ,217-21997,ARROW OIL SERVICES LLC,MARMATON,1P15,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.841825,-94.60854,820,246,2008
Vernon                                  ,217-21998,ARROW OIL SERVICES LLC,MARMATON,1P16,Oil                                                                             ,11mar2008,Active Well                                                                     ,03nov2015,11nov2007,37.841596,-94.604043,820,249,2008
Vernon                                  ,217-21999,ARROW OIL SERVICES LLC,MARMATON,1P17,Oil                                                                             ,11mar2008,Active Well                                                                     ,03nov2015,11nov2007,37.841356,-94.60884,820,250,2008
Vernon                                  ,217-22000,ARROW OIL SERVICES LLC,MARMATON,1P18,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.841116,-94.60405299999999,820,252,2008
Vernon                                  ,217-22001,ARROW OIL SERVICES LLC,MARMATON,1P19,Oil                                                                             ,11mar2008,Active Well                                                                     ,03nov2015,11nov2007,37.840875,-94.60391799999999,820,253,2008
Vernon                                  ,217-22002,ARROW OIL SERVICES LLC,MARMATON,1P20,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.842243,-94.603503,815,243,2008
Vernon                                  ,217-22003,ARROW OIL SERVICES LLC,MARMATON,1P21,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.842112,-94.603324,820,233,2008
Vernon                                  ,217-22004,ARROW OIL SERVICES LLC,MARMATON,1P22,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.841817,-94.603515,821,243,2008
Vernon                                  ,217-22005,ARROW OIL SERVICES LLC,MARMATON,1P23,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,11nov2007,37.841578,-94.603354,821,245,2008
Vernon                                  ,217-22006,ARROW OIL SERVICES LLC,MARMATON,1P24,Oil                                                                             ,11mar2008,Active Well                                                                     ,03nov2015,11nov2007,37.841339,-94.603528,823,237,2008
Vernon                                  ,217-22007,ARROW OIL SERVICES LLC,MARMATON,1P25,Oil                                                                             ,11mar2008,Active Well                                                                     ,03nov2015,11nov2007,37.841083,-94.603387,824,251,2008
Vernon                                  ,217-22008,ARROW OIL SERVICES LLC,MARMATON,1P26,Oil                                                                             ,11mar2008,Active Well                                                                     ,03nov2015,11nov2007,37.840866,-94.603572,825,252,2008
Vernon                                  ,217-22009,ARROW OIL SERVICES LLC,MARMATON,1P27,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,19nov2007,37.842291,-94.602797,809,230,2008
Vernon                                  ,217-22010,ARROW OIL SERVICES LLC,MARMATON,1P28,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,19nov2007,37.842105,-94.602954,813,238,2008
Vernon                                  ,217-22011,ARROW OIL SERVICES LLC,MARMATON,1P29,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,19nov2007,37.841791,-94.602807,816,241,2008
Vernon                                  ,217-22012,ARROW OIL SERVICES LLC,MARMATON,1P30,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,19nov2007,37.841564,-94.603011,820,243,2008
Vernon                                  ,217-22013,ARROW OIL SERVICES LLC,MARMATON,1P31,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,19nov2007,37.841302,-94.602857,823,245,2008
Vernon                                  ,217-22014,ARROW OIL SERVICES LLC,MARMATON,1P32,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,19nov2007,37.84106,-94.603021,825,251,2008
Vernon                                  ,217-22015,ARROW OIL SERVICES LLC,MARMATON,1P33,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,19nov2007,37.84083,-94.602878,827,251,2008
Vernon                                  ,217-22016,ARROW OIL SERVICES LLC,MARMATON,1P34,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,19nov2007,37.842315,-94.60242700000001,816,235,2008
Vernon                                  ,217-22017,ARROW OIL SERVICES LLC,MARMATON,1P35,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,19nov2007,37.842075,-94.602299,816,235,2008
Vernon                                  ,217-22018,ARROW OIL SERVICES LLC,MARMATON,1P36,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,19nov2007,37.841781,-94.602465,820,236,2008
Vernon                                  ,217-22019,ARROW OIL SERVICES LLC,MARMATON,1P37,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,19nov2007,37.841542,-94.602324,820,236,2008
Vernon                                  ,217-22020,ARROW OIL SERVICES LLC,MARMATON,1P38,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,19nov2007,37.841301,-94.602507,825,245,2008
Vernon                                  ,217-22021,ARROW OIL SERVICES LLC,MARMATON,1P39,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,19nov2007,37.841036,-94.602362,830,249,2008
Vernon                                  ,217-22022,ARROW OIL SERVICES LLC,MARMATON,1P40,Oil                                                                             ,11mar2008,Shut in - Complete,22oct2014,19nov2007,37.840819,-94.60253,830,246,2008
Vernon                                  ,217-22030,ARROW OIL SERVICES LLC,MARMATON,MR-1A,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.841999,-94.60462699999999,810,244,2015
Vernon                                  ,217-22031,ARROW OIL SERVICES LLC,MARMATON,MR-1B,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.841609,-94.604716,810,247,2015
Vernon                                  ,217-22032,ARROW OIL SERVICES LLC,MARMATON,MR-1C,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.841133,-94.604741,815,249,2015
Vernon                                  ,217-22033,ARROW OIL SERVICES LLC,MARMATON,MR-1D,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,17jul2015,37.841833,-94.604191,815,243,2015
Vernon                                  ,217-22034,ARROW OIL SERVICES LLC,MARMATON,MR-1E,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.841359,-94.604219,818,246,2015
Vernon                                  ,217-22035,ARROW OIL SERVICES LLC,MARMATON,MR-1F,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.842003,-94.60367599999999,820,238,2015
Vernon                                  ,217-22036,ARROW OIL SERVICES LLC,MARMATON,1G,Injection(Class II EOR)                                                         ,11mar2008,Shut in - Complete,22oct2014,28nov2007,37.84159,-94.603702,822,243,2008
Vernon                                  ,217-22037,ARROW OIL SERVICES LLC,MARMATON,1H,Injection(Class II EOR)                                                         ,11mar2008,Shut in - Complete,22oct2014,28nov2007,37.841099,-94.60373199999999,824,244,2008
Vernon                                  ,217-22038,ARROW OIL SERVICES LLC,MARMATON,MR-1I,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.841851,-94.603154,820,236,2015
Vernon                                  ,217-22039,ARROW OIL SERVICES LLC,MARMATON,1J,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.841329,-94.603196,825,241,2015
Vernon                                  ,217-22040,ARROW OIL SERVICES LLC,MARMATON,MR-1K,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.84204,-94.602627,813,226,2015
Vernon                                  ,217-22041,ARROW OIL SERVICES LLC,MARMATON,MR-1L,Oil                                                                             ,22jul2015,Active Well                                                                     ,03nov2015,22jul2015,37.841552,-94.60265699999999,820,233,2015
Vernon                                  ,217-22042,ARROW OIL SERVICES LLC,MARMATON,MR-1M,Oil                                                                             ,22jul2015,Active Well                                                                     ,03nov2015,22jul2015,37.841057,-94.60268600000001,825,241,2015
Vernon                                  ,217-22062,ARROW OIL SERVICES LLC,MARMATON,MR-DISP 1,Water Well                                                                      ,22jul2015,Active Well                                                                     ,22jul2015,22jul2015,37.84067,-94.60365,816,580,2015
Vernon                                  ,217-22211,ARROW OIL SERVICES LLC,MARMATON,2P01,Oil                                                                             ,11feb2011,Shut in - Complete,22oct2014,30may2008,37.841844,-94.607111,830,257,2011
Vernon                                  ,217-22212,ARROW OIL SERVICES LLC,MARMATON,2P02,Oil                                                                             ,11feb2011,Shut in - Complete,22oct2014,30may2008,37.841506,-94.607398,830,231,2011
Vernon                                  ,217-22213,ARROW OIL SERVICES LLC,MARMATON,2P03,Oil                                                                             ,11feb2011,Shut in - Complete,22oct2014,30may2008,37.841152,-94.607175,830,234,2011
Vernon                                  ,217-22214,ARROW OIL SERVICES LLC,MARMATON,2P04,Oil                                                                             ,11feb2011,Shut in - Complete,22oct2014,30may2008,37.840812,-94.607451,830,246,2011
Vernon                                  ,217-22215,ARROW OIL SERVICES LLC,MARMATON,2P05,Oil                                                                             ,11feb2011,Shut in - Complete,22oct2014,30may2008,37.840456,-94.607225,830,276,2011
Vernon                                  ,217-22216,ARROW OIL SERVICES LLC,MARMATON,2P06,Oil                                                                             ,11feb2011,Shut in - Complete,22oct2014,02jun2008,37.842039,-94.60625899999999,830,235,2011
Vernon                                  ,217-22217,ARROW OIL SERVICES LLC,MARMATON,2P07,Oil                                                                             ,11feb2011,Shut in - Complete,22oct2014,02jun2008,37.841823,-94.60663,830,236,2011
Vernon                                  ,217-22218,ARROW OIL SERVICES LLC,MARMATON,2P08,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,02jun2008,37.841463,-94.60640600000001,830,237,2015
Vernon                                  ,217-22219,ARROW OIL SERVICES LLC,MARMATON,2P09,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,02jun2008,37.841129,-94.60668,830,237,2015
Vernon                                  ,217-22220,ARROW OIL SERVICES LLC,MARMATON,2P10,Oil                                                                             ,11feb2011,Shut in - Complete,22oct2014,02jun2008,37.840771,-94.606459,830,259,2011
Vernon                                  ,217-22221,ARROW OIL SERVICES LLC,MARMATON,2P11,Oil                                                                             ,11feb2011,Shut in - Complete,22oct2014,02jun2008,37.84043,-94.606725,830,265,2011
Vernon                                  ,217-22232,ARROW OIL SERVICES LLC,MARMATON,2P12,Oil                                                                             ,11feb2011,Shut in - Complete,03mar2015,04jun2008,37.842064,-94.60582100000001,830,242,2011
Vernon                                  ,217-22233,ARROW OIL SERVICES LLC,MARMATON,2P13,Oil                                                                             ,11feb2011,Shut in - Complete,03mar2015,04jun2008,37.841789,-94.605636,830,240,2011
Vernon                                  ,217-22234,ARROW OIL SERVICES LLC,MARMATON,2P14,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,04jun2008,37.841439,-94.60591100000001,830,239,2015
Vernon                                  ,217-22235,ARROW OIL SERVICES LLC,MARMATON,2P15,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,04jun2008,37.84109,-94.60568600000001,830,240,2015
Vernon                                  ,217-22236,ARROW OIL SERVICES LLC,MARMATON,2P16,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,04jun2008,37.840749,-94.605952,830,245,2015
Vernon                                  ,217-22237,ARROW OIL SERVICES LLC,MARMATON,2P17,Oil                                                                             ,11feb2011,Shut in - Complete,22oct2014,04jun2008,37.840397,-94.60572999999999,830,252,2011
Vernon                                  ,217-22238,ARROW OIL SERVICES LLC,MARMATON,2P18,Oil                                                                             ,11feb2011,Shut in - Complete,22oct2014,04jun2008,37.842076,-94.60531,830,245,2011
Vernon                                  ,217-22239,ARROW OIL SERVICES LLC,MARMATON,2P19,Oil                                                                             ,11feb2011,Shut in - Complete,22oct2014,04jun2008,37.840379,-94.60522899999999,830,249,2011
Vernon                                  ,217-22240,ARROW OIL SERVICES LLC,MARMATON,2P20,Oil                                                                             ,15sep2010,Shut in - Complete,22oct2014,04jun2008,37.840691,-94.60435699999999,830,245,2010
Vernon                                  ,217-22241,ARROW OIL SERVICES LLC,MARMATON,2P21,Oil                                                                             ,15sep2010,Shut in - Complete,22oct2014,04jun2008,37.840638,-94.603454,830,249,2010
Vernon                                  ,217-22242,ARROW OIL SERVICES LLC,MARMATON,2P22,Oil                                                                             ,15sep2010,Shut in - Complete,22oct2014,04jun2008,37.84061,-94.602965,830,254,2010
Vernon                                  ,217-22243,ARROW OIL SERVICES LLC,MARMATON,2P23,Oil                                                                             ,15sep2010,Shut in - Complete,22oct2014,04jun2008,37.84033,-94.602718,830,257,2010
Vernon                                  ,217-22272,ARROW OIL SERVICES LLC,MARMATON,2P24,Oil                                                                             ,15sep2010,Shut in - Complete,22oct2014,10jun2008,37.840476,-94.60238699999999,830,252,2010
Vernon                                  ,217-22273,ARROW OIL SERVICES LLC,MARMATON,MR-2AI,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.84149,-94.606905,812,238,2015
Vernon                                  ,217-22274,ARROW OIL SERVICES LLC,MARMATON,MR-2BI,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.840793,-94.606955,831,255,2015
Vernon                                  ,217-22275,ARROW OIL SERVICES LLC,MARMATON,MR-2CI,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.841799,-94.60612500000001,810,233,2015
Vernon                                  ,217-22276,ARROW OIL SERVICES LLC,MARMATON,MR-2DI,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.841104,-94.60618700000001,830,248,2015
Vernon                                  ,217-22277,ARROW OIL SERVICES LLC,MARMATON,MR-2EI,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.841903,-94.605296,811,239,2015
Vernon                                  ,217-22278,ARROW OIL SERVICES LLC,MARMATON,MR-2FI,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.841434,-94.60542100000001,832,240,2015
Vernon                                  ,217-22279,ARROW OIL SERVICES LLC,MARMATON,MR-2GI,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.840737,-94.605434,820,245,2015
Vernon                                  ,217-22280,ARROW OIL SERVICES LLC,MARMATON,MR-2HI,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.840926,-94.60426099999999,820,246,2015
Vernon                                  ,217-22281,ARROW OIL SERVICES LLC,MARMATON,MR-2II,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,12jun2008,37.840824,-94.603224,824,243,2015
Vernon                                  ,217-22282,ARROW OIL SERVICES LLC,MARMATON,MR-2JI,Oil                                                                             ,22jul2015,Shut in - Complete,22jul2015,22jul2015,37.840577,-94.602659,834,256,2015
Vernon                                  ,217-22300,ARROW OIL SERVICES LLC,MARMATON,OBS-01,Observation                                                                     ,24sep2008,Shut in - Complete,22oct2014,02jul2008,37.841337,-94.605987,814,324,2008
Vernon                                  ,217-22301,ARROW OIL SERVICES LLC,MARMATON,OBS-02,Observation                                                                     ,24sep2008,Shut in - Complete,22oct2014,02jul2008,37.840698,-94.60277000000001,830,334,2008
Vernon                                  ,217-22360,ARROW OIL SERVICES LLC,MARMATON,OBS-03,Observation                                                                     ,24sep2008,Shut in - Complete,22oct2014,15dec2008,37.841129,-94.60616899999999,830,332,2008
Vernon                                  ,217-22529,ARROW OIL SERVICES LLC,MARMATON,OBS-04,Observation                                                                     ,15dec2009,Shut in - Complete,22oct2014,24nov2009,37.840545,-94.602666,834,303,2009
Shelby                                  ,205-20005,"BAKER, JOHN PHILLIP",BAKER,1,Oil                                                                             ,05may2014,Water Well Conversion                                                           ,05may2014,27sep2013,39.7101,-91.91379999999999,700,575,2014
Jackson                                 ,095-21461,BARBARA A GIBLIN REVOKABLE TRUST,SAINT BARBARA,1,Oil                                                                             ,30sep2013,Active Well                                                                     ,28sep2014,30sep2013,38.860638,-94.531944,985,536.5,2013
Jackson                                 ,095-21488,BARBARA A GIBLIN REVOKABLE TRUST,SAINT BARBARA,3,Oil                                                                             ,09may2014,Active Well                                                                     ,28sep2014,09may2014,38.86158,-94.53281,978,800,2014
Cass                                    ,037-20714,BAUER OIL INVESTMENT LLC,DUNMIRE,1-W,Injection(Class II EOR)                                                         ,25jul2001,Active Well                                                                     ,25jul2001,25jul2001,38.54799,-94.58614,950,,2001
Cass                                    ,037-20715,BAUER OIL INVESTMENT LLC,DUNMIRE,2-W,Injection(Class II EOR)                                                         ,25jul2001,Active Well                                                                     ,25jul2001,25jul2001,38.54793,-94.58487,950,,2001
Cass                                    ,037-20716,BAUER OIL INVESTMENT LLC,DUNMIRE,3-W,Injection(Class II EOR)                                                         ,25jul2001,Active Well                                                                     ,25jul2001,25jul2001,38.54791,-94.58396999999999,950,,2001
Cass                                    ,037-20836,BAUER OIL INVESTMENT LLC,DUNMIRE,10,Oil                                                                             ,15dec2010,Active Well                                                                     ,25jan2011,20mar2009,38.5457,-94.58484,925,280,2010
Cass                                    ,037-20837,BAUER OIL INVESTMENT LLC,DUNMIRE,11,Oil                                                                             ,15dec2010,Active Well                                                                     ,25jan2011,20mar2009,38.545,-94.58476,925,282,2010
Cass                                    ,037-20839,BAUER OIL INVESTMENT LLC,DUNMIRE,4W,Injection(Class II EOR)                                                         ,16nov2010,Active Well                                                                     ,25jan2011,18aug2010,38.54706,-94.586168,925,280,2010
Cass                                    ,037-20840,BAUER OIL INVESTMENT LLC,DUNMIRE,5W,Injection(Class II EOR)                                                         ,16nov2010,Active Well                                                                     ,25jan2011,18aug2010,38.547,-94.58498,925,280,2010
Cass                                    ,037-20841,BAUER OIL INVESTMENT LLC,DUNMIRE,6W,Injection(Class II EOR)                                                         ,16nov2010,Active Well                                                                     ,25jan2011,18aug2010,38.546976,-94.583629,925,271,2010
Cass                                    ,037-21352,BAUER OIL INVESTMENT LLC,MCGEENEY,210,Oil                                                                             ,28jan2014,"Abandoned, Known Location and Verified                                          ",12apr2016,28jan2014,38.57017,-94.58534899999999,978,580,2014
Cass                                    ,037-21353,BAUER OIL INVESTMENT LLC,MCGEENEY,211,Oil                                                                             ,28jan2014,"Abandoned, Known Location and Verified                                          ",12apr2016,28jan2014,38.569297,-94.58535999999999,962,480,2014
Cass                                    ,037-21360,BAUER OIL INVESTMENT LLC,MCGEENEY,209,Oil                                                                             ,16apr2014,Plugged - Approved                                                              ,16apr2014,10apr2014,38.568389,-94.58538299999999,973,420,2014
St. Louis                               ,189-20047,"BI-PETRO, INC.",JAMES,1,Dry Hole                                                                        ,11mar2009,Plugged - Approved                                                              ,11mar2009,10feb2009,38.865868,-90.31047,627.5,1218,2009
Vernon                                  ,217-22048,BLUE TIP MISSOURI ENERGY INC,"EMERY, LEON & BETTY LOU",15-20,Oil                                                                             ,19feb2008,Plugged - Approved                                                              ,14oct2015,04jan2008,37.88834,-94.58971,800,299,2008
Vernon                                  ,217-22128,BLUE TIP MISSOURI ENERGY INC,LARSON,1-7,Injection(Class II EOR)                                                         ,13mar2008,Plugged - Approved                                                              ,30sep2015,10jun2010,37.84345,-94.60225,800,203,2008
Vernon                                  ,217-22132,BLUE TIP MISSOURI ENERGY INC,"CLAYPOOL, JOE",64-6,Oil                                                                             ,13mar2008,Plugged - Approved                                                              ,30nov2014,11mar2008,37.844481,-94.60238099999999,790,194,2008
Vernon                                  ,217-22137,BLUE TIP MISSOURI ENERGY INC,LARSON,2-7,Injection(Class II EOR)                                                         ,19mar2008,Plugged - Approved                                                              ,30sep2015,13mar2008,37.843411,-94.6031,806,215,2008
Vernon                                  ,217-22138,BLUE TIP MISSOURI ENERGY INC,LARSON,3-7,Injection(Class II EOR)                                                         ,20mar2008,Plugged - Approved                                                              ,30sep2015,13mar2008,37.843361,-94.60415,803,215,2008
Vernon                                  ,217-22156,BLUE TIP MISSOURI ENERGY INC,WOLF,4-8,Injection(Class II EOR)                                                         ,25mar2008,Plugged - Approved                                                              ,14oct2015,19mar2008,37.843469,-94.60103100000001,807,185,2008
Vernon                                  ,217-22160,BLUE TIP MISSOURI ENERGY INC,"CLAYPOOL, JOE",63-6A,Oil                                                                             ,24mar2008,Plugged - Approved                                                              ,30nov2014,24mar2008,37.844461,-94.603431,796,180,2008
Vernon                                  ,217-22174,BLUE TIP MISSOURI ENERGY INC,"CLAYPOOL, JOE",SWD 1,Injection(Class II Disposal)                                                    ,15jul2010,Plugged - Approved                                                              ,11mar2015,23dec2008,37.84559,-94.60364,805,461,2010
Vernon                                  ,217-22492,BLUE TIP MISSOURI ENERGY INC,"YARICK, AF&J",A5,Oil                                                                             ,26jul2010,Plugged - Approved                                                              ,11sep2015,30sep2009,37.81375,-94.581,830,219,2010
Vernon                                  ,217-22511,BLUE TIP MISSOURI ENERGY INC,"JOHNSON, B&N REV TRS",8B-17,Oil                                                                             ,23jul2010,Plugged - Approved                                                              ,14oct2015,24nov2009,37.8248,-94.58684,825,318,2010
Vernon                                  ,217-22513,BLUE TIP MISSOURI ENERGY INC,"JOHNSON, B&N REV TRS",8E-17,Oil                                                                             ,27jul2010,Plugged - Approved                                                              ,14oct2015,24nov2009,37.82358,-94.58691,845,345,2010
Vernon                                  ,217-22553,BLUE TIP MISSOURI ENERGY INC,"CLAY, C&K",5-7,Oil                                                                             ,19jul2010,Plugged - Approved                                                              ,14oct2015,07jul2010,37.84342,-94.60668,808,189,2010
Vernon                                  ,217-22555,BLUE TIP MISSOURI ENERGY INC,"CLAY, C&K",6-7,Injection(Class II Disposal)                                                    ,30jul2010,Plugged - Approved                                                              ,14oct2015,07jul2010,37.84339,-94.6078,819,338,2010
Vernon                                  ,217-22559,BLUE TIP MISSOURI ENERGY INC,WOLF,3-8A,Oil                                                                             ,20jul2010,Plugged - Approved                                                              ,14oct2015,07jul2010,37.84377,-94.59989,813,213,2010
Vernon                                  ,217-22567,BLUE TIP MISSOURI ENERGY INC,"CLAYPOOL, JOE",62-6,Oil                                                                             ,08sep2010,Plugged - Approved                                                              ,30nov2014,07jul2010,37.84452,-94.60463,802,172,2010
Vernon                                  ,217-22575,BLUE TIP MISSOURI ENERGY INC,SENKEVECH,D2,Oil                                                                             ,02sep2010,Plugged - Approved                                                              ,14oct2015,07jul2010,37.77477,-94.56158000000001,793,205,2010
Vernon                                  ,217-22618,BLUE TIP MISSOURI ENERGY INC,"CLAYPOOL, JOE",21-6 SWD,Injection(Class II EOR)                                                         ,12aug2011,Plugged - Approved                                                              ,11mar2015,01oct2010,37.848068,-94.60199299999999,797,262,2011
Vernon                                  ,217-22701,BLUE TIP MISSOURI ENERGY INC,LARSON,1-I,Injection(Class II EOR)                                                         ,14mar2011,Plugged - Approved                                                              ,30sep2015,10feb2011,37.843827,-94.602828,795,260,2011
Vernon                                  ,217-22704,BLUE TIP MISSOURI ENERGY INC,"JOHNSON, B&N REV TRS",G4,Injection(Class II EOR)                                                         ,15feb2011,Plugged - Approved                                                              ,14oct2015,15feb2011,37.82711,-94.58605,818,231,2011
